from,to
CAT5,RPL23AP26
CAT5,OR7A19P
CAT5,MIR936
CAT5,TNMD
CAT5,CLCA4
CAT5,SOX30
CAT5,KCNH2
CAT5,WNT8A
CAT5,TBX21
CAT5,LINC01115
CAT5,CTAGE15
CAT5,SIGLEC18P
CAT5,KRT16P5
CAT5,LINC00656
CAT5,TMEM26-AS1
CAT5,OR7E7P
CAT5,KLHL2P1
CAT5,PRELID3BP7
CAT5,CCDC179
CAT5,MIR3139
CAT5,LINC01587
CAT5,NXPE1
CAT5,DPPA5P4
CAT5,PTGFR
CAT5,OPN5
CAT5,SIGLEC9
CAT5,ULBP2
CAT5,LYVE1
CAT5,FAM71F1
CAT5,SLC22A7
CAT5,RPE65
CAT5,KCNIP3
CAT5,CD86
CAT5,SLC5A4
CAT5,ISM2
CAT5,WFDC2
CAT5,MLNR
CAT5,CGB2
CAT5,LILRA1
CAT5,KRT37
CAT5,HRH2
CAT5,SULT6B1
CAT5,LTBP1
CAT5,RPL35AP35
CAT5,RN7SL330P
CAT5,HMGN1P15
CAT5,RPS27AP19
CAT5,YTHDF2P1
CAT5,RNU2-36P
CAT5,CHEK2P3
CAT5,MIR3197
CAT5,B3GALNT1P1
CAT5,CASC6
CAT5,ZSCAN5B
CAT5,ABRA
CAT5,KIF26B
CAT5,LMO3
CAT5,TRIM9
CAT5,PCSK2
CAT5,UGT1A6
CAT5,HNRNPCL1
CAT5,ACTBP7
CAT5,EML2-AS1
CAT5,SLC22A31
CAT5,RNU6-414P
CAT5,RNU1-32P
CAT5,RPS26P8
CAT5,RNU6-106P
CAT5,MIR627
CAT5,LINC02085
CAT5,GOLGA6B
CAT5,RNA5SP237
CAT5,RNU6-1147P
CAT5,RNU6-1309P
CAT5,TMSB4XP8
CAT5,POU1F1
CAT5,FOLR3
CAT5,CD27
CAT5,KCNJ1
CAT5,RSPH10B
CAT5,TEKT4
CAT5,MYOZ2
CAT5,GPR152
CAT5,MTATP6P19
CAT5,TET1
CAT5,AQP12A
CAT5,F5
CAT5,CD3E
CAT5,CSAG1
CAT5,MIR339
CAT5,RNU6-1216P
CAT5,RNU6-1010P
CAT5,RNU6-552P
CAT5,RNU6-992P
CAT5,SPANXC
CAT5,ZNF560
CAT5,PRB3
CAT5,C9orf47
CAT5,OR9I2P
CAT5,TBC1D3P2
CAT5,NYX
CAT5,PFN3
CAT5,RPS26P11
CAT5,ZNF300P1
CAT5,KCNMB2
CAT5,RNU6-626P
CAT5,RNU6-527P
CAT5,RNU6-354P
CAT5,RNU6-425P
CAT5,RNU6-32P
CAT5,RNU6-701P
CAT5,RNU6-1310P
CAT5,RNU6-891P
CAT5,RNU6-869P
CAT5,RNU6-125P
CAT5,TMEM211
CAT5,C9orf92
CAT5,KRT17P4
CAT5,RNA5SP399
CAT5,RNU6-647P
CAT5,RNU6-1164P
CAT5,RNU1-133P
CAT5,RNY3
CAT5,RNU6-650P
CAT5,STUM
CAT5,OR7E36P
CAT5,RNU6-30P
CAT5,DUOXA2
CAT5,TCHH
CAT5,HCRT
CAT5,BRINP3
CAT5,FAM71A
CAT5,PGLYRP4
CAT5,CXCR1
CAT5,C7orf57
CAT5,PRKACG
CAT5,POM121L2
CAT5,UCHL1
CAT5,RBM46
CAT5,CELF6
CAT5,MEP1B
CAT5,GPR32
CAT5,SHISAL2B
CAT5,CRHBP
CAT5,ZAN
CAT5,TTC12
CAT5,DUSP15
CAT5,OR1Q1
CAT5,AKR1E2
CAT5,HIST1H2BPS1
CAT5,SLC17A8
CAT5,OR56B3P
CAT5,C17orf47
CAT5,ACTL9
CAT5,FAM43B
CAT5,TREML3P
CAT5,ADRA2C
CAT5,FOXD4L1
CAT5,CKS1BP6
CAT5,SPATA31E1
CAT5,FAM86GP
CAT5,GOLGA6C
CAT5,OR1L6
CAT5,S100Z
CAT5,HES3
CAT5,CD164L2
CAT5,ZNF285B
CAT5,LY6H
CAT5,TEX44
CAT5,LINC01360
CAT5,TDGF1P5
CAT5,OR2T11
CAT5,LINC00426
CAT5,RN7SL346P
CAT5,LINC02133
CAT5,SLC44A5
CAT5,RN7SL375P
CAT5,PPIAL4A
CAT5,HNRNPCP8
CAT5,LINC01606
CAT5,RPS27AP10
CAT5,CSNK1G2P1
CAT5,ATP5PBP1
CAT5,ADAM33
CAT5,PPIAL4G
CAT5,TMSB15B
CAT5,LINC01585
CAT5,ITFG1-AS1
CAT5,KBTBD11-OT1
CAT5,KIAA1210
CAT5,UBE2V2P3
CAT5,DIRC3
CAT5,UPK1A-AS1
CAT5,RPS12P5
CAT5,ODF2-AS1
CAT5,MANSC4
CAT5,MLC1
CAT5,ITGB6
CAT5,FXYD2
CAT5,ADRA1D
CAT5,KCTD12
CAT5,RNU1-51P
CAT5,GPR52
CAT5,ANKRD20A5P
CAT5,RN7SL390P
CAT5,GSTT4
CAT5,HNRNPA1P5
CAT5,ARHGEF3-AS1
CAT5,KATNBL1P3
CAT5,ATG12P2
CAT5,PLCXD3
CAT5,OSTCP8
CAT5,SOD2
CAT5,LINC01940
CAT5,C2CD4D
CAT5,LILRA2
CAT5,RPL10AP2
CAT5,VSTM5
CAT5,EXOSC3P1
CAT5,NLGN4Y
CAT5,LINC00649
CAT6,RNU7-169P
CAT6,CHTF8P1
CAT6,RAD17P1
CAT6,NANOGP10
CAT6,HLA-DPA1
CAT6,BMS1P19
CAT6,SAP18P3
CAT6,BEND7P1
CAT6,SLC25A38P1
CAT6,MTATP6P19
CAT6,MTATP6P11
CAT6,DNAJB3
CAT6,HNRNPA1P63
CAT6,PUDPP2
CAT6,LINC01039
CAT6,FAM170B-AS1
CAT6,MTND5P20
CAT6,MLLT10P1
CAT6,ZDHHC4P1
CAT6,HMGB3P5
CAT6,NANOGP4
CAT6,C3orf84
CAT6,PSMC1P10
CAT6,SLFN14
CAT6,MTCO1P46
CAT6,RPS29P15
CAT6,LINC01664
CAT6,ZSWIM5P1
CAT6,STK33P1
CAT6,VDAC1P12
CAT6,RBBP4P4
CAT6,RNU6-1321P
CAT6,IGLV1-50
CAT6,MIR28
CAT6,MIR581
CAT6,MIR544A
CAT6,RNU6-331P
CAT6,SNORA70E
CAT6,RNU6-769P
CAT6,RNU6-72P
CAT6,LINC00487
CAT6,LINC01446
CAT6,ZNF663P
CAT6,GCNT1P4
CAT6,RAP1BP3
CAT6,HDGFP1
CAT6,LBX1-AS1
CAT6,MTCO1P21
CAT6,LINC01276
CAT6,LARGE-AS1
CAT6,PIGUP1
CAT6,IFIT6P
CAT6,RPL23P4
CAT6,RNA5SP44
CAT6,RNU6-1165P
CAT6,MIR548N
CAT6,MIR1262
CAT6,SPANXN5
CAT6,RNU7-170P
CAT6,MIR1322
CAT6,MIR4637
CAT6,MIR3134
CAT6,MIR4429
CAT6,LINC02189
CAT6,LINC02285
CAT6,NF1P2
CAT6,IQSEC3P1
CAT6,CLEC12B
CAT6,LINC02446
CAT6,ARL6IP1P3
CAT6,MTND1P6
CAT6,IGHEP2
CAT6,MIR4441
CAT6,RN7SL475P
CAT6,RN7SL138P
CAT6,LINC02342
CAT6,C18orf12
CAT6,EIF5P2
CAT6,MIR6124
CAT6,MIR6889
CAT6,SMIM12P1
CAT6,PDLIM1P1
CAT6,CYP2T3P
CAT6,KCNJ2-AS1
CAT6,E2F3P1
CAT6,AKR1B1P7
CAT6,RN7SL703P
CAT6,RPL10P18
CAT6,VENTXP5
CAT6,SPATS1
CAT6,LINC02213
CAT6,RAD21L1
CAT6,RN7SL654P
CAT6,SLC9A9-AS2
CAT6,RN7SL766P
CAT6,RN7SL148P
CAT6,RN7SL519P
CAT6,MARK2P6
CAT6,MTND4P16
CAT6,PLGLA
CAT6,RN7SL864P
CAT6,LINC02147
CAT6,RPS27AP18
CAT6,BFSP2-AS1
CAT6,RNU6-64P
CAT6,RNU6-789P
CAT6,RN7SKP248
CAT6,RNU6-1170P
CAT6,RNU4-29P
CAT6,RNU6-1053P
CAT6,RNU7-41P
CAT6,LINC02483
CAT6,ALG1L7P
CAT6,PABPC1P7
CAT6,PTP4A1P4
CAT6,TRIM60P14
CAT6,RN7SL563P
CAT6,WWOX-AS1
CAT6,LINC02525
CAT6,MTND1P11
CAT6,RNU6-1199P
CAT6,MIR1305
CAT6,HIGD1C
CAT6,MIR645
CAT6,MIR624
CAT6,RNU6-697P
CAT6,REP15
CAT6,FOXB1
CAT6,KNCN
CAT6,AFF2
CAT6,LINC01166
CAT6,MCCD1P1
CAT6,PCDHGC4
CAT6,OR8B7P
CAT6,NAV2-AS3
CAT6,MTND2P32
CAT6,RNU6-1057P
CAT6,RNU6-786P
CAT6,RNU6-100P
CAT6,RNU6-62P
CAT6,RNU6-322P
CAT6,RNU4ATAC11P
CAT6,MTCO1P24
CAT6,CCNL2P1
CAT6,RN7SL250P
CAT6,SHISAL2B
CAT6,GPR17
CAT6,RPEP3
CAT6,ME2P1
CAT6,ANKRD26P4
CAT6,RNU6-1216P
CAT6,HOXB2
CAT6,SLC22A31
CAT6,MTND5P12
CAT6,RN7SL530P
CAT6,ANP32BP1
CAT6,HMGB1P23
CAT6,LYPLA2P1
CAT6,ZNF385D
CAT6,CLYBL-AS1
CAT6,RN7SL542P
CAT6,RN7SL96P
CAT6,TMEM176A
CAT6,OR7M1P
CAT6,RNU4-89P
CAT6,MIR3908
CAT6,MTCO1P15
CAT6,TRIM75P
CAT6,HMGB1P49
CAT6,RNU6-1336P
CAT6,RPS26P8
CAT6,SLC30A10
CAT6,RAB25
CAT6,ARF4P1
CAT6,RTL1
CAT6,LINC02191
CAT6,TMEM235
CAT6,TMEM215
CAT6,C9orf47
CAT6,KRT6B
CAT6,OVCH2
CAT6,SLC35D3
CAT6,WFDC10A
CAT6,CKS1BP6
CAT6,ZNF285B
CAT6,DCAF4L2
CAT6,RBMXL3
CAT6,ABCD2
CAT6,S100Z
CAT6,NKAIN2
CAT6,DUPD1
CAT6,MYBPC1
CAT6,C2orf72
CAT6,OOEP
CAT6,ACTBP6
CAT6,RNU6-580P
CAT6,RNU6-335P
CAT6,RNU6-1147P
CAT6,CD3E
CAT6,F5
CAT6,ATP11AUN
CAT6,SPTSSB
CAT6,LINC00523
CAT6,CTSE
CAT6,PDGFD
CAT6,MRPL57P3
CAT6,TNN
CAT6,DPPA5P4
CAT6,CCND2
CAT6,AGXT2
CAT6,UCP1
CAT6,ABI3
CAT6,PIP5K1B
CAT6,NCF4
CAT6,IGSF9B
CAT6,LCP2
CAT6,OTC
CAT6,GOLGA6L6
CAT6,SCGB1D2
CAT6,SLC34A1
CAT6,LYVE1
CAT6,CDH2
CAT6,MBL2
CAT6,CXCL5
CAT6,CTLA4
CAT6,TEKT4
CAT6,KCNF1
CAT6,LRRTM1
CAT6,CCR5
CAT6,LAD1
CAT6,PPP1R3A
CAT6,GPR158
CAT6,PLA1A
CAT6,SLC40A1
CAT6,LINC02016
CAT6,THAP12P2
CAT6,LINC02000
CAT6,RN7SL393P
CAT6,RPL34P23
CAT6,LINC02017
CAT6,OR7E121P
CAT6,RN7SL698P
CAT6,PKD1P1
CAT6,RN7SL465P
CAT6,RN7SL252P
CAT6,RN7SL251P
CAT6,RPS17P11
CAT6,RN7SL870P
CAT6,RN7SL101P
CAT6,MTCO2P29
CAT6,RN7SL771P
CAT6,RN7SKP241
CAT6,LINC00973
CAT6,C21orf91-OT1
CAT6,RPL36AP21
CAT6,RN7SL728P
CAT6,RN7SL632P
CAT6,RN7SL316P
CAT6,RPS23P6
CAT6,VWFP1
CAT6,SUMO1P1
CAT6,RN7SL152P
CAT6,RN7SL354P
CAT6,RPL21P42
CAT6,LINC02325
CAT6,PES1P1
CAT6,PANCR
CAT6,CSNK1A1P3
CAT6,CIR1P2
CAT6,TUBB8P3
CAT6,KLHL2P1
CAT6,CLSTN2-AS1
CAT6,LRRC34P2
CAT6,LINC01017
CAT6,CUL1P1
CAT6,DBIP2
CAT6,DDX18P4
CAT6,ALG3P1
CAT6,RNA5SP401
CAT6,GBA3
CAT6,NDUFB4P9
CAT6,PGAM1P1
CAT6,LINC02360
CAT6,RPL23AP94
CAT6,OR10J7P
CAT6,BCL2L12P1
CAT6,TECRP2
CAT6,ADGRL3-AS1
CAT6,MTCYBP37
CAT6,MARK2P5
CAT6,NUP210P3
CAT6,CLUHP4
CAT6,SEMA6A-AS2
CAT6,LINC01187
CAT6,RNU6-1045P
CAT6,SLC9A9-AS1
CAT6,MTCO1P14
CAT6,HNRNPDLP2
CAT6,LINC01849
CAT6,LINC02331
CAT6,MTND4LP13
CAT6,NDUFB11P1
CAT6,KRT18P46
CAT6,MFRP
CAT6,CTBP2P2
CAT6,SOCS5P3
CAT6,SRGAP3-AS4
CAT6,CICP20
CAT6,LINC01639
CAT6,LINC01241
CAT6,CDC42P2
CAT6,PTGES3P5
CAT6,VDAC1P10
CAT6,LMLN-AS1
CAT6,NPIPA5
CAT6,MTCO3P8
CAT6,LINC01046
CAT6,CYCSP33
CAT6,CICP7
CAT6,SPIN4-AS1
CAT6,RPS29P29
CAT6,FDPSP2
CAT6,RPS15AP7
CAT6,RPL12P43
CAT6,GAPDHP19
CAT6,HNRNPA1P73
CAT6,BLOC1S2P1
CAT6,GLIS3-AS1
CAT6,RNU6-1014P
CAT6,RNU7-54P
CAT6,RNU7-97P
CAT6,RNU7-194P
CAT6,RNU7-196P
CAT6,MIR500B
CAT6,RN7SL184P
CAT6,RN7SL854P
CAT6,RFKP2
CAT6,HMGN1P20
CAT6,RN7SL843P
CAT6,RPSAP41
CAT6,RN7SL782P
CAT6,RNU7-136P
CAT6,RNA5SP311
CAT6,MICG
CAT6,EIF3IP1
CAT6,FTCD-AS1
CAT6,OR2L9P
CAT6,OR7E24
CAT6,ELOCP18
CAT6,P4HA2-AS1
CAT6,LINC01885
CAT6,OOSP1P1
CAT6,LINC01685
CAT6,OR7E7P
CAT6,MYO5BP2
CAT6,RNU7-103P
CAT6,ENPP7P2
CAT6,MIR3161
CAT6,MIR548AB
CAT6,LINC01984
CAT6,MIR4681
CAT6,MIR4489
CAT6,MIR4711
CAT6,MIR3909
CAT6,MIR4650-1
CAT6,MIR3145
CAT6,MIR3149
CAT6,MIR5695
CAT6,HMGB3P27
CAT6,CYP4F10P
CAT6,LINC01415
CAT6,GJA5
CAT6,MIR4692
CAT6,MIR5000
CAT6,MTND2P13
CAT6,MIR4499
CAT6,RN7SL52P
CAT6,MIR3928
CAT6,MIR4786
CAT6,LINC01444
CAT6,MIR548AT
CAT6,MIR5008
CAT6,MIR3162
CAT6,MIR4504
CAT6,MIR5696
CAT6,PRR13P4
CAT6,RPSAP57
CAT6,LDLRAD4-AS1
CAT6,LINC01999
CAT6,LOC100996401
CAT6,RPS4Y2
CAT6,SCARNA4
CAT6,PISRT1
CAT6,DUX4L34
CAT6,LINC02034
CAT6,MIR6767
CAT6,LINC02357
CAT6,CCDC195
CAT6,SNORD98
CAT6,MIR376A1
CAT6,MIR4781
CAT6,MIR6861
CAT6,MIR6833
CAT6,MIR6509
CAT6,BRI3BPP1
CAT6,DUXAP4
CAT6,MTCO1P22
CAT6,CYCSP1
CAT6,OR10AE1P
CAT6,MIR6870
CAT6,RNA5SP534
CAT6,LINC02371
CAT6,MIR6888
CAT6,MIR6868
CAT6,MIR3648-1
CAT6,CCL3L1
CAT6,MIR6763
CAT6,MIR5004
CAT6,MIR3197
CAT6,RNU6-977P
CAT6,RPL31P40
CAT6,NDUFB9P3
CAT6,LINC01848
CAT6,FAM213AP2
CAT6,CYCSP22
CAT6,SLC25A1P1
CAT6,MTND2P26
CAT6,OSBPL9P2
CAT6,GVINP2
CAT6,C1DP5
CAT6,MED28P5
CAT6,WIZP1
CAT6,ENPP7P6
CAT6,IGLV3-15
CAT6,SUMO2P18
CAT6,RNU7-43P
CAT6,RNA5SP395
CAT6,RNU6-139P
CAT6,RNU6-1332P
CAT6,RNU7-81P
CAT6,RNA5SP206
CAT6,RNU6-922P
CAT6,RNU6-1224P
CAT6,RNU7-151P
CAT6,LINC02153
CAT6,C8orf88
CAT6,MTCYBP19
CAT6,TRBV6-8
CAT6,LINC02420
CAT6,LRRC37A13P
CAT6,DYNLL1P4
CAT6,DNM1P33
CAT6,MMP2-AS1
CAT6,KCNJ18
CAT6,HNRNPA3P11
CAT6,KIF18BP1
CAT6,LINC00563
CAT6,CD24P2
CAT6,PYCARD-AS1
CAT6,ATP5PDP1
CAT6,GARSP1
CAT6,MIR3973
CAT6,MIR4660
CAT6,MIR5189
CAT6,VENTXP1
CAT6,LINC00567
CAT6,VENTXP3
CAT6,ILF2P2
CAT6,CHCHD3P2
CAT6,LINC02306
CAT6,ARL2BPP2
CAT6,LINC02290
CAT6,CENPUP2
CAT6,LINC02322
CAT6,SEC23A-AS1
CAT6,DUX4L27
CAT6,LINC02309
CAT6,EIF4BP1
CAT6,LINC02490
CAT6,SNORA70D
CAT6,FAM71E2
CAT6,ANKRD62P1-PARP4P3
CAT6,CRYBA4
CAT6,ZNF300P1
CAT6,OR2L5
CAT6,BPIFA1
CAT6,PABPC1P2
CAT6,MTND4LP30
CAT6,MIR107
CAT6,SNORA1B
CAT6,RNU6-859P
CAT6,RNU6-951P
CAT6,RNU6-495P
CAT6,SNORD114-31
CAT6,SPANXN3
CAT6,C9orf152
CAT6,GSX2
CAT6,OR8G2P
CAT6,RGPD6
CAT6,GPC6
CAT6,FAM43B
CAT6,CTNNA3
CAT6,OR52E8
CAT6,UMODL1-AS1
CAT6,TEX33
CAT6,KLHL34
CAT6,NAP1L3
CAT6,KLK12
CAT6,OR9Q2
CAT6,RNU5F-7P
CAT6,RNU6-560P
CAT6,RNU6-944P
CAT6,TRBV20OR9-2
CAT6,ADARB2-AS1
CAT6,SMIM21
CAT6,LINC02346
CAT6,ATP10A
CAT6,LRRC30
CAT6,RNU6-47P
CAT6,RNU6-979P
CAT6,RNU1-1
CAT6,RNU6-1189P
CAT6,RNU6-10P
CAT6,RNU6-435P
CAT6,RNU6-701P
CAT6,DPRX
CAT6,LY6G6F
CAT6,RNU6-647P
CAT6,RNU1-132P
CAT6,RNU6-1322P
CAT6,RNU6-670P
CAT6,RNU4-41P
CAT6,RNU6-512P
CAT6,RNU6-534P
CAT6,RNU4-9P
CAT6,RNA5SP152
CAT6,RNY4P28
CAT6,RNU6-742P
CAT6,RNU6-1276P
CAT6,RNY3P13
CAT6,RNU6-481P
CAT6,IGSF22
CAT6,CACNG3
CAT6,CNMD
CAT6,IL36RN
CAT6,SULT6B1
CAT6,LBX1
CAT6,TET1
CAT6,CCDC54
CAT6,PLCZ1
CAT6,CD27
CAT6,THSD7B
CAT6,AGTR1
CAT6,EPHA5
CAT6,CRHBP
CAT6,ACTL7B
CAT6,CFHR5
CAT6,REG4
CAT6,SI
CAT6,BLNK
CAT6,GPR50
CAT6,VGLL1
CAT6,DKK4
CAT6,MEOX2
CAT6,FOLR3
CAT6,C3orf14
CAT6,IGSF21
CAT6,C2orf40
CAT6,KCNJ8
CAT6,NDP
CAT6,KCNC3
CAT6,INA
CAT6,C11orf52
CAT6,DUSP15
CAT6,GBX1
CAT6,CPA6
CAT6,INTS6L
CAT6,LRTM2
CAT6,SOST
CAT6,MT1B
CAT6,ONECUT1
CAT6,TPD52L3
CAT6,OR5B12
CAT6,EVC2
CAT6,OR9G1
CAT6,ANKRD30BP1
CAT6,HIST1H2BPS1
CAT6,C7orf57
CAT6,TAGAP
CAT6,ADAMTS12
CAT6,ZSCAN1
CAT6,TCTEX1D1
CAT6,FEZF2
CAT6,TMSB4Y
CAT6,CHODL
CAT6,SCGB3A1
CAT6,TREML1
CAT6,C1orf87
CAT6,KLHDC8A
CAT6,FAM84A
CAT6,C1orf189
CAT6,C3orf30
CAT6,TPRX1
CAT6,RN7SKP192
CAT6,LINC01729
CAT6,RPL30P1
CAT6,UBXN10-AS1
CAT6,SNRPEP7
CAT6,TRGV6
CAT6,PRELID3BP1
CAT6,MTCYBP38
CAT6,LINC00606
CAT6,UBE2V1P5
CAT6,OR6K5P
CAT6,FUNDC2P4
CAT6,MGAT3-AS1
CAT6,YWHAZP7
CAT6,LINCMD1
CAT6,CCT4P2
CAT6,HBD
CAT6,ZNF735
CAT6,SAMSN1-AS1
CAT6,PTPN2P2
CAT6,MIR3681HG
CAT6,GPX5
CAT6,LINC01167
CAT6,COL4A2-AS2
CAT6,COX6B1P7
CAT6,NUP210P2
CAT6,LINC02557
CAT6,PLCB1-IT1
CAT6,ZNF385D-AS1
CAT6,CLYBL-AS2
CAT6,LINC01738
CAT6,PPIAP69
CAT6,ATP6V1G1P7
CAT6,DYNLL1P7
CAT6,LINC01818
CAT6,MAGEA8-AS1
CAT6,FGFR3P1
CAT6,LINC01804
CAT6,HMGN2P16
CAT6,IGBP1P3
CAT6,CYCSP43
CAT6,LINC01198
CAT6,LINC00387
CAT6,DAOA-AS1
CAT6,KNOP1P4
CAT6,TFAMP1
CAT6,ACTG1P23
CAT6,FTLP17
CAT6,PAICSP2
CAT6,MTND4P1
CAT6,RPS3AP30
CAT6,NEGR1-IT1
CAT6,LINC00433
CAT6,GAPDHP26
CAT6,SUMO1P2
CAT6,ISPD-AS1
CAT6,LINC00399
CAT6,FAM90A26
CAT6,MAS1LP1
CAT6,ELOVL2-AS1
CAT6,LINC01809
CAT6,RN7SKP161
CAT6,RNU6-708P
CAT6,MIR629
CAT6,MIR591
CAT6,TRGV1
CAT6,TRBV6-6
CAT6,TRAJ41
CAT6,IGHA1
CAT6,RNU6-907P
CAT6,RNU6-1009P
CAT6,RNU6-1246P
CAT6,RNA5SP212
CAT6,SNORA40C
CAT6,PFN1P11
CAT6,EIF1P7
CAT6,MIR627
CAT6,MIR597
CAT6,RNU6-13P
CAT6,RNU6-43P
CAT6,RNU6-1297P
CAT6,RNA5SP122
CAT6,RNU6-790P
CAT6,RNU6-125P
CAT6,RNU6-110P
CAT6,RNU6-30P
CAT6,RNU6-1104P
CAT6,MIR99B
CAT6,MIR583
CAT6,MIR655
CAT6,MIR548A2
CAT6,RPL7AP64
CAT6,CXADRP1
CAT6,RN7SKP259
CAT6,MIR1285-2
CAT6,MIR1228
CAT6,MIR548H1
CAT7,PRRT1B
CAT7,HIGD1AP3
CAT7,SLIT2-IT1
CAT7,RN7SL698P
CAT7,GOLGA2P6
CAT7,RPL36AP21
CAT7,LINC00316
CAT7,NANOGP4
CAT7,CEACAMP11
CAT7,CLYBL-AS1
CAT7,LINC01781
CAT7,LINC02212
CAT7,ECSCR
CAT7,MIR6812
CAT7,DUXAP4
CAT7,MIR4269
CAT7,MIR3197
CAT7,LINC01225
CAT7,LOC100509620
CAT7,ADGRA1-AS1
CAT7,OMP
CAT7,SLC25A1P1
CAT7,HMGB1P23
CAT7,CEACAMP1
CAT7,FBXO36-IT1
CAT7,RPEP3
CAT7,SHISAL2B
CAT7,CELF6
CAT7,KRT85
CAT7,ULBP2
CAT7,TMIGD3
CAT7,MT3
CAT7,YTHDF2P1
CAT7,RPS27AP19
CAT7,LINC00691
CAT7,LMO3
CAT7,MBD3L1
CAT7,ZCCHC12
CAT7,IGSF22
CAT7,RPS21P1
CAT7,CFL1P3
CAT7,RNA5SP247
CAT7,MIR938
CAT7,RPTN
CAT7,ACTN4P2
CAT7,RNA5SP212
CAT7,RNY3
CAT7,TBC1D3P2
CAT7,ACTL9
CAT7,KBTBD11-OT1
CAT7,RPL34P1
CAT7,RPS12P5
CAT7,TBATA
CAT7,ITGB6
CAT7,DUOXA2
CAT7,SLC25A5P8
CAT7,SETP2
CAT7,RPS3AP24
CAT7,MIR3945HG
CAT7,KCNIP3
CAT7,LINC01276
CAT7,TMPRSS11B
CAT7,UPK1A-AS1
CAT8,LINC01640
CAT8,NPIPB7
CAT8,MTND3P10
CAT8,LINC00841
CAT8,OR52E7P
CAT8,LINC01884
CAT8,PIRT
CAT8,CEACAMP1
CAT8,LINC00656
CAT8,ELOBP4
CAT8,ELK1P1
CAT8,CLDN34
CAT8,CTSLP8
CAT8,VN1R20P
CAT8,TBC1D3P7
CAT8,LINC01353
CAT8,MTND2P19
CAT8,LINC01198
CAT8,AKAIN1
CAT8,OR5K2
CAT8,GOT2P1
CAT8,PGM5P4-AS1
CAT8,LINC00865
CAT8,DAOA-AS1
CAT8,CYCSP8
CAT8,PHB2P1
CAT8,LINC01400
CAT8,CHRM3-AS1
CAT8,LINC01221
CAT8,GRAMD4P2
CAT8,LRRC77P
CAT8,KRTAP4-2
CAT8,SNRPCP3
CAT8,RN7SL870P
CAT8,LINC02101
CAT8,LINC02360
CAT8,FAM138E
CAT8,MTND3P22
CAT8,LINC02496
CAT8,CASC16
CAT8,LINC02372
CAT8,TRIM75P
CAT8,PEX5L-AS1
CAT8,MTCO2P29
CAT8,MTND2P8
CAT8,P4HA2-AS1
CAT8,CELF2-AS2
CAT8,RNU7-140P
CAT8,RNU7-48P
CAT8,RNU7-87P
CAT8,RNU7-21P
CAT8,RNU7-45P
CAT8,RNU7-170P
CAT8,MTCO1P6
CAT8,IGKV1-9
CAT8,RPL12P36
CAT8,KLHL2P1
CAT8,TSSK1A
CAT8,RNU6-790P
CAT8,GPR89P
CAT8,CNN3P1
CAT8,SNORD3J
CAT8,MIR1225
CAT8,OR2F2
CAT8,OR52B4
CAT8,PSMB11
CAT8,RNU6-380P
CAT8,RNA5SP80
CAT8,RNU2-52P
CAT8,RNU2-62P
CAT8,SDCBP2P1
CAT8,MIR934
CAT8,MS4A18
CAT8,RNU6-878P
CAT8,RNU6-29P
CAT8,MIR627
CAT8,MIR200B
CAT8,MIR591
CAT8,TRGV1
CAT8,RNU6-644P
CAT8,RNA5SP212
CAT8,KRTAP16-1
CAT8,HNRNPA1P64
CAT8,SDC4P
CAT8,IQCJ
CAT8,TRPC6P
CAT8,EBLN1
CAT8,CDYLP1
CAT8,LINC01345
CAT8,RBMX2P1
CAT8,IGLV3-4
CAT8,MAGI2-AS2
CAT8,HORMAD2-AS1
CAT8,EIF2AP4
CAT8,CARM1P1
CAT8,LINC01402
CAT8,FNDC10
CAT8,RPL23AP26
CAT8,LINC01790
CAT8,FMO7P
CAT8,MTCYBP12
CAT8,HNRNPA3P4
CAT8,MIR3681HG
CAT8,HNRNPA3P14
CAT8,NEFMP1
CAT8,OR11M1P
CAT8,LINC01167
CAT8,MIPEPP2
CAT8,CATIP-AS1
CAT8,CCRL1P1
CAT8,RPL22P4
CAT8,YWHAZP8
CAT8,GRPEL2P2
CAT8,MTND1P23
CAT8,MTCO2P7
CAT8,CLSTN2-AS1
CAT8,NBAT1
CAT8,MIR4486
CAT8,MIR4733
CAT8,RN7SL475P
CAT8,MIR3139
CAT8,GLUD1P8
CAT8,MIR4797
CAT8,MIR4489
CAT8,RN7SL96P
CAT8,MIR5585
CAT8,MIR3909
CAT8,MTCYBP13
CAT8,MIR3149
CAT8,VN1R71P
CAT8,MIR5008
CAT8,SERTM2
CAT8,CD24P2
CAT8,PYCARD-AS1
CAT8,LINC02191
CAT8,MIR4753
CAT8,ANTXRLP1
CAT8,MIR4515
CAT8,SNORA70D
CAT8,MIR3165
CAT8,MIR3925
CAT8,LINC01916
CAT8,MIR548AT
CAT8,EML2-AS1
CAT8,OR10B1P
CAT8,POLR3GP1
CAT8,MIR6880
CAT8,MIR6893
CAT8,MIR6509
CAT8,ZNF630-AS1
CAT8,MIR7155
CAT8,POTEB3
CAT8,PRAMEF13
CAT8,OR2L8
CAT8,LINC00254
CAT8,PRRT1B
CAT8,MIR4531
CAT8,MIR936
CAT8,MIR6868
CAT8,SPDYE19P
CAT8,LINC01966
CAT8,MIMT1
CAT8,SNRPGP19
CAT8,DDX55P1
CAT8,BNIP3P4
CAT8,RNU6-85P
CAT8,LINC01115
CAT8,OR7M1P
CAT8,MIR6870
CAT8,MIR6867
CAT8,KRTAP7-1
